88.5900,0.8240,0.9770,0.8260,0.8730,0.8310,0.9650,0.6920,0.9820,0.9660,0.9230,
88.5900,0.8240,0.9770,0.8260,0.8730,0.8310,0.9650,0.6920,0.9820,0.9660,0.9230,
88.1265,0.8199,0.9762,0.8250,0.8684,0.8224,0.9638,0.6906,0.9800,0.9648,0.9181,
88.2933,0.8280,0.9760,0.7470,0.9050,0.8720,0.9580,0.6910,0.9880,0.9640,0.9100,
88.0062,0.8167,0.9759,0.8113,0.8659,0.8355,0.9627,0.6827,0.9750,0.9614,0.9170,
88.0475,0.8420,0.9770,0.7690,0.9030,0.8830,0.9510,0.6440,0.9890,0.9660,0.9090,
87.5403,0.8115,0.9744,0.8046,0.8592,0.8132,0.9578,0.6932,0.9703,0.9515,0.9163,
87.5335,0.8390,0.9770,0.7200,0.8990,0.8850,0.9640,0.6590,0.9770,0.9670,0.9290,
86.6960,0.7922,0.9733,0.8107,0.8501,0.8061,0.9552,0.6786,0.9729,0.9493,0.9095,
87.0022,0.8190,0.9760,0.7510,0.9100,0.8800,0.9620,0.6540,0.9780,0.9650,0.9240,
85.9221,0.7795,0.9690,0.8254,0.8093,0.7850,0.9515,0.6720,0.9767,0.9584,0.9123,
86.3988,0.7140,0.9750,0.7570,0.9060,0.8800,0.9510,0.6250,0.9790,0.9650,0.9270,
86.2342,0.7801,0.9661,0.8079,0.8342,0.7970,0.9511,0.6751,0.9511,0.9443,0.9023,
86.0518,0.7140,0.9750,0.7570,0.9050,0.8800,0.9030,0.6250,0.7520,0.9730,0.9280,
85.7850,0.7931,0.9667,0.7922,0.8355,0.7847,0.9369,0.6821,0.9503,0.9361,0.9016,
85.7598,0.7390,0.9760,0.7200,0.8890,0.8910,0.8140,0.6390,0.8420,0.9690,0.9370,
85.8840,0.7801,0.9679,0.7964,0.8138,0.7743,0.9525,0.6590,0.9609,0.9505,0.8992,
85.5475,0.7430,0.9770,0.7200,0.8920,0.9030,0.9290,0.5820,0.9150,0.9440,0.9570,
84.8585,0.7927,0.9689,0.7688,0.8138,0.7773,0.9298,0.6471,0.9420,0.9167,0.8984,
84.5394,0.5960,0.9770,0.7200,0.8970,0.9030,0.9000,0.5730,0.9220,0.9310,0.9570,
84.0628,0.7173,0.9634,0.7906,0.7978,0.7519,0.9289,0.6571,0.9347,0.9362,0.8860,
83.6345,0.5800,0.9770,0.6800,0.9050,0.9050,0.9110,0.6000,0.8870,0.9360,0.9570,
82.7076,0.7481,0.9542,0.7731,0.7595,0.7292,0.9221,0.6632,0.9239,0.9027,0.8934,
82.7071,0.6040,0.9760,0.6610,0.8920,0.9110,0.9080,0.6090,0.8990,0.9320,0.9350,
82.7741,0.7674,0.9582,0.7640,0.8053,0.7422,0.9117,0.6358,0.9160,0.9241,0.8831,
83.0755,0.5860,0.9810,0.6730,0.9150,0.8830,0.9250,0.5810,0.8940,0.9300,0.9300,
82.9630,0.7404,0.9428,0.7565,0.7959,0.7527,0.9067,0.6208,0.9155,0.9072,0.8578,
81.9680,0.5820,0.9810,0.6270,0.9120,0.8920,0.9230,0.5480,0.8940,0.9280,0.9320,
82.5973,0.7621,0.9656,0.7771,0.7811,0.6881,0.9312,0.6311,0.9213,0.8860,0.8390,
81.8251,0.5690,0.9820,0.6160,0.9170,0.8290,0.9330,0.6240,0.8350,0.9270,0.9440,
79.5737,0.7239,0.9413,0.7455,0.7566,0.6812,0.9050,0.6213,0.9034,0.8984,0.8654,
80.4431,0.5830,0.9800,0.6300,0.8960,0.8170,0.9440,0.6280,0.8020,0.9350,0.9440,
81.1406,0.7381,0.9401,0.7493,0.7865,0.6940,0.9025,0.5863,0.8953,0.9199,0.8335,
80.4014,0.5820,0.9800,0.6400,0.8910,0.8050,0.9530,0.6280,0.5440,0.8870,0.8580,
